job_id,required_skill,experience_needed,worker_skill,worker_experience,worker_distance_km,matched
08df48c2-efa6-495c-8f79-ff441c3b5eb3,Farming-fishing,5,Farming-fishing,26,10.5,1
0394f180-fef2-43ac-8cc1-cd8c441efdb0,Adm-clerical,4,Adm-clerical,7,5.8,1
852c3166-93a2-4da5-a33c-6a4b05212061,Adm-clerical,8,Adm-clerical,41,6.7,1
c5881c9a-ff54-443a-8c6f-db07cac5c33d,Craft-repair,4,Craft-repair,17,6.0,1
92206f49-7df5-4985-ba19-9c264a4fe70a,Adm-clerical,4,Adm-clerical,8,9.8,0
22bae33a-2b8b-4485-941f-a3ed33b0ff62,Exec-managerial,4,Exec-managerial,9,12.9,1
994ce08a-d58a-4cdb-a015-073a189de849,Prof-specialty,10,Prof-specialty,26,10.4,1
9ad2a192-7ede-4629-8f12-04641e08358f,Craft-repair,4,Other,12,18.2,0
bb0b3b14-b3e0-4c86-bc68-e73f24dcc345,Other-service,4,Other-service,16,17.4,1
25d6ef8a-f100-40ab-a0fe-257cd362b284,Prof-specialty,9,Prof-specialty,32,1.6,1
c5aaec62-16fd-4a8d-aacc-831dd297a2a1,Sales,8,Sales,12,21.5,0
049e0149-2982-4f00-8381-f991e6c381cc,Transport-moving,0,Transport-moving,23,15.6,1
d20d399b-40d1-4055-a497-ec29a8ce0685,Adm-clerical,4,Adm-clerical,43,12.6,1
98819b5e-66ee-410f-aa31-7301492aceee,Sales,5,Sales,11,2.9,1
10c9f004-8f87-42a0-8966-0091a6b76c93,Exec-managerial,9,Exec-managerial,15,23.7,1
b249f2c4-17a9-4193-9d98-e68b650bfe32,Exec-managerial,9,Exec-managerial,15,11.7,1
88bae5dc-bdcd-4579-96dc-92c33aab7133,Craft-repair,5,Other,13,25.4,0
3d06fa46-7d83-43c1-8e27-ff784003a3ee,Prof-specialty,10,Other,25,7.0,1
c9fb4ae6-f228-4733-b461-c12c240e87a9,Handlers-cleaners,3,Handlers-cleaners,0,29.6,0
bf754247-e586-418c-8c67-227e86f349a0,Adm-clerical,8,Adm-clerical,23,10.3,1
172becd9-570f-45f6-acb1-9e7f8c00a267,Sales,8,Sales,18,7.3,1
01909f0e-ace4-4b5b-a8bb-0966576d8aa8,Craft-repair,6,Craft-repair,24,18.1,1
17b05944-d4b4-47c5-9f45-5a20524f44a5,Exec-managerial,4,Other,31,19.5,1
d1542a01-c9af-42ba-896e-80c5d33a3116,Prof-specialty,4,Other,0,7.5,0
86eb1684-6170-430c-b8fd-a11e6b1d7951,Protective-serv,5,Protective-serv,18,27.4,1
6eb3c9b0-f0ef-4f52-a234-94212f8a430d,Exec-managerial,5,Other,8,23.7,0
d161f64d-5e69-42fe-a5f8-1dadf65c5c25,Other-service,5,Other-service,7,19.3,1
d517baaf-e562-4da3-ac18-c9cfb87a3392,Craft-repair,5,Craft-repair,14,22.0,0
f0e9e48e-d03b-4949-8a2c-0e96b21815aa,Craft-repair,5,Craft-repair,19,26.8,1
997bc14a-fef0-47b6-a60a-24c0e6fe9d5c,Craft-repair,8,Other,13,26.2,0
2a8bcab8-7553-4c85-89e6-2bc611551f93,Farming-fishing,0,Farming-fishing,0,7.5,1
a09f98f2-924a-4e15-8108-a58445b381b6,Craft-repair,4,Other,20,20.3,0
3693bd00-9e06-4208-94f0-cd575a0e8498,Prof-specialty,9,Prof-specialty,38,27.8,1
3babedda-8cf6-4a14-9920-12e811e70488,Sales,7,Sales,40,19.1,1
699b8732-ea6b-4e16-a990-15395fa98047,Handlers-cleaners,4,Handlers-cleaners,19,19.2,1
15df77b1-8cb4-4dbd-838c-4d9f13711442,Exec-managerial,8,Exec-managerial,23,19.9,1
418af770-a311-445e-bc5d-550414f8223a,Prof-specialty,8,Prof-specialty,41,6.3,0
4a43d69a-63eb-4127-bf1f-5bb963980c66,Machine-op-inspct,4,Machine-op-inspct,27,23.5,0
c154a0b0-0816-4bfc-883a-d9c8c0cc6e01,Adm-clerical,4,Other,42,20.7,0
b4d8cb04-7bf3-43bc-a3b6-8ffdfc06a206,Sales,4,Sales,13,3.5,1
92d324d9-4f4e-4c78-b8f8-090f926feea6,Adm-clerical,5,Adm-clerical,10,26.6,1
eaaa76e8-71e9-4048-8a89-f3e1ba94dc91,Other-service,2,Other-service,43,4.1,1
207ac8c8-ac57-4436-bbe2-f1f6560dd920,Prof-specialty,5,Prof-specialty,34,5.5,1
766a14cf-54bd-4fd7-b193-7107b40d524a,Handlers-cleaners,0,Other,4,13.8,0
889bc872-710e-4a86-b195-1f2200a59b5d,Sales,6,Sales,23,10.9,0
ba852c13-03cf-45f5-ad12-0bab09e4f8cf,Machine-op-inspct,4,Machine-op-inspct,14,3.5,1
f0b70f9c-84f1-4bc3-ab66-288fcfebbdb9,Tech-support,5,Tech-support,11,15.3,1
842ff6a6-86d7-4d80-ba52-0b64026500ff,Sales,7,Sales,12,1.5,1
dec64d5e-0fc1-4d90-8158-db8b31261da3,Prof-specialty,4,Other,33,26.4,0
611df999-c7f1-46b5-9d56-15e48be06481,Protective-serv,2,Protective-serv,57,18.1,1
44e9a4c0-86af-439f-96ea-6f32d20c0f8e,Sales,5,Sales,28,9.8,1
1dc28874-88f6-41d1-92bb-1fadd4d7d325,Other-service,4,Other-service,35,14.7,1
e79da718-3e63-4cd8-846b-1c8d164b0576,Craft-repair,4,Craft-repair,24,16.6,1
f8cba68d-35bc-46a1-b014-6dddcb8aa140,Transport-moving,8,Transport-moving,23,28.3,0
e2071fb5-562d-4f51-af0b-460dfc4c4444,Transport-moving,4,Other,7,24.1,0
eda84b8e-1955-46a6-9950-f2ed4e858557,Prof-specialty,11,Prof-specialty,9,22.8,1
671b0038-9a3c-4deb-9f4d-e3420986d72a,Craft-repair,5,Craft-repair,29,19.7,0
96ac1b15-7874-4a5a-95db-8f3725cf7e02,Exec-managerial,5,Other,35,26.6,0
69fa555b-d61a-4ccc-8492-bcd701cab911,Exec-managerial,4,Exec-managerial,35,21.2,1
a8c4964e-f35b-4753-b0fa-54535aebbba6,Craft-repair,4,Craft-repair,20,27.3,1
2614c40a-ac66-4b14-aaab-50ba7fd06dfc,Exec-managerial,7,Exec-managerial,24,29.3,1
afe7401c-77f4-4a85-a605-e1f0599633f4,Craft-repair,0,Craft-repair,12,3.2,1
057e22f8-e1f4-47a3-9d2b-24fd3f0d0587,Exec-managerial,8,Other,39,7.7,0
8e5ab6c4-0f06-4949-9026-5fb29dd6677f,Sales,4,Sales,53,7.0,1
12c97af9-4298-4f49-8e3a-01451b2f4755,Machine-op-inspct,4,Machine-op-inspct,3,11.0,1
2690ebb4-bdcc-4a28-930a-4eefa670e50a,Prof-specialty,5,Other,17,5.2,1
5e38b84e-cc6c-4d03-9542-ed18e12dc10b,Sales,4,Sales,46,6.0,1
d4f556b1-339e-4ead-86ac-3b5dd4b4934f,Farming-fishing,0,Farming-fishing,3,23.1,1
cd46895d-acc4-48da-ba70-e4b53a3c44f5,Transport-moving,4,Transport-moving,23,12.4,1
85bfa375-d5df-49c5-97f8-fcc9c36d45bb,Machine-op-inspct,5,Machine-op-inspct,4,13.4,0
c9165aba-3418-4789-ac20-9429521bf0e1,Craft-repair,5,Craft-repair,21,28.4,0
57f0c4de-b1e7-40de-894f-eadbfae69c00,Sales,5,Sales,20,13.6,1
5cb57ba2-de39-4f1c-ac71-00892c1522ad,Adm-clerical,4,Adm-clerical,24,18.9,1
d32704d5-7914-4c28-8202-fe283de7d894,Sales,8,Other,14,4.4,0
ffb9e82f-c23c-44a0-bb27-164b6bc8a3d7,Sales,4,Sales,22,3.5,1
1a30dffc-a565-48e2-a999-940164d6e40b,Sales,4,Sales,4,5.5,0
7ca4b345-8564-413d-941b-c76812aa0f55,Other-service,4,Other-service,11,14.3,0
380285b8-8274-480a-9697-1472acdbc8c8,Other-service,2,Other,0,24.4,0
e390d7d0-841b-452f-b47f-355e3f0005c0,Other-service,5,Other-service,14,17.4,0
c92b1f53-68ff-4284-9df9-32c72c8ddf26,Other-service,2,Other-service,13,21.7,1
696541c0-8a9c-4756-b57c-c597c25af354,Adm-clerical,8,Adm-clerical,19,11.7,1
c73c1f7c-188b-421b-8825-87b807b79234,Other-service,3,Other-service,16,15.8,1
4676ee3c-647f-4aa4-9026-fea68e1d63a2,Transport-moving,4,Transport-moving,13,6.9,1
611a939e-0887-4cf3-a4eb-8f5a6d61f11f,Adm-clerical,4,Adm-clerical,12,9.2,1
8c429ca7-0f80-4887-ada0-c02208891c8d,Sales,1,Sales,0,23.1,0
5451fbe2-8e2d-4883-9986-f4bb062720f3,Other-service,4,Other-service,10,22.3,1
e3428de8-d391-4b25-abee-337e6e543a66,Machine-op-inspct,4,Machine-op-inspct,13,28.8,1
a96eab09-e8e5-450d-99b2-830c11da34f8,Exec-managerial,4,Exec-managerial,14,7.2,1
bdeed21c-d83e-491a-b09d-f75fdbb923cb,Prof-specialty,5,Prof-specialty,28,25.7,1
e7b289b7-1c40-4fc7-a1a8-b44611a90b0b,Prof-specialty,9,Other,17,14.2,0
7f176948-7ae2-4283-a3ff-1b74b335bb77,Adm-clerical,8,Adm-clerical,4,29.3,0
d33f6c04-272b-45eb-9869-2e51c9158e58,Craft-repair,5,Craft-repair,2,10.7,0
ff651233-a18e-481c-9a98-05199aa6bb28,Craft-repair,5,Other,18,8.9,0
5a4679c2-48fe-4c91-8b12-d2796b6c939f,Craft-repair,0,Craft-repair,16,4.8,1
a35bb259-0fe4-4790-8a85-1465a34ee765,Exec-managerial,9,Exec-managerial,33,17.1,1
09053b7e-3527-4cf2-a500-ffbb6f9719ce,Protective-serv,4,Other,5,5.2,0
1e388f08-44dd-415c-9613-8cbce32e2794,Other-service,1,Other-service,0,12.1,0
17fbd9e8-abc6-4a4b-8d24-36442a434b99,Prof-specialty,11,Other,18,2.0,0
0785f410-4161-4ee3-aba5-889eeb64ccae,Prof-specialty,4,Prof-specialty,30,21.4,1
4b3083e0-06a6-47c5-b60b-43f64e125a83,Exec-managerial,8,Exec-managerial,15,23.2,1
2d3ef22b-add1-4823-b440-f0629dcf3fbf,Handlers-cleaners,2,Handlers-cleaners,23,30.0,0
ddc83501-58cc-4dc7-b459-03755cfbb4fa,Other-service,5,Other-service,7,5.3,0
565b46be-48fe-44fe-a7c8-3bc07e3b3707,Other-service,5,Other-service,34,19.6,1
cca3f9f3-66b7-4399-8648-d466a50bb29b,Exec-managerial,4,Exec-managerial,29,8.1,1
44443340-c7e8-464e-9b62-546333ea7bff,Handlers-cleaners,8,Handlers-cleaners,18,22.6,1
9b477539-b5dd-4cc8-a9b5-2590d416c30d,Prof-specialty,10,Prof-specialty,17,22.2,1
349d2b9e-8318-4531-9d16-1839a319ff64,Other-service,4,Other,3,5.3,0
d275b56b-69dc-445e-a904-267a8d01c45b,Adm-clerical,8,Adm-clerical,25,29.8,0
183b6d6d-1db6-479a-8720-ec2ca66ced01,Tech-support,5,Other,28,4.8,0
e8699d30-3a38-47eb-94a5-d57309ec2e09,Adm-clerical,4,Adm-clerical,18,3.0,1
80692df9-4e17-4f28-9088-8089a1ba397a,Prof-specialty,7,Prof-specialty,5,5.6,1
04a509fd-f9ab-4d99-9660-c65d9361b30d,Transport-moving,4,Transport-moving,14,26.3,0
ccb1eb23-3ec8-425a-9d35-47435900832b,Prof-specialty,6,Prof-specialty,22,29.8,1
89f67def-4766-406b-beba-427d797d86bb,Prof-specialty,11,Prof-specialty,24,23.8,1
19793dc4-38ee-445d-af82-29eaaf396edf,Other-service,4,Other-service,0,15.7,1
8f0c33f7-72f7-489e-96d1-e39a1bb9f335,Machine-op-inspct,4,Machine-op-inspct,23,28.2,0
7d2af787-1e76-49f3-a13c-81045ccc76e3,Prof-specialty,9,Prof-specialty,34,6.3,1
4532c0e8-a0bf-42a1-a0fb-29259600901c,Other-service,4,Other-service,8,15.2,1
1047a8af-96c7-4358-9d0a-3fc9349c08a5,Craft-repair,0,Craft-repair,39,29.4,1
6ee17a4b-555f-41ba-bd14-206401b5a26f,Exec-managerial,8,Other,13,21.8,0
fedebff8-1f85-4e65-a619-6e1054376a17,Sales,8,Sales,9,24.9,0
7c585ae8-2218-43c8-93c9-e1f2908a1816,Craft-repair,4,Craft-repair,17,26.7,1
b2b0261a-2e7a-4a0f-ad02-20ab7c9d5306,Craft-repair,4,Craft-repair,24,7.4,1
2b925d37-ac36-452d-ba5e-ac19958018e0,Adm-clerical,5,Adm-clerical,24,1.3,1
0f22beeb-c97d-4b72-9be1-22263b06d436,Prof-specialty,9,Other,51,24.0,0
235a85e5-04a2-4666-aec2-790fb6967370,Machine-op-inspct,2,Other,7,14.9,0
88044985-1c9d-40ff-9d59-91dd818582e6,Other-service,5,Other-service,0,24.1,0
d5ceace1-ecd4-4ee6-a4d3-3a5cf607b128,Craft-repair,4,Craft-repair,29,3.9,1
53e847d6-a792-4fe0-800a-6f6491d51481,Tech-support,8,Other,10,2.1,0
5d2bd91d-bbbe-4e60-b621-21aeea65d602,Prof-specialty,7,Prof-specialty,6,21.2,0
70e15010-6caf-43d0-87e4-fe724df149ea,Other-service,5,Other-service,4,14.8,1
6e7e5abe-4af4-4ef0-967e-2c1aebbf0b0c,Exec-managerial,4,Exec-managerial,23,29.0,1
ee7e6b6c-3710-4963-bfc6-28267b74fc50,Other-service,4,Other-service,3,28.0,1
f71c798f-2fc1-44bb-a04d-861b54539030,Sales,5,Sales,33,18.3,1
39e289c4-1132-4154-acfe-e46ffa67a881,Prof-specialty,8,Prof-specialty,40,8.4,1
825d4303-4d32-4f00-b7f6-28e87d38d214,Farming-fishing,5,Farming-fishing,25,25.9,1
0bc32e77-c364-47d3-b56b-3555aea30038,Other-service,5,Other-service,2,21.5,0
5fd155e5-2176-4783-9cf2-0a893ed0b2bb,Prof-specialty,11,Prof-specialty,31,23.9,1
d27bdbce-452c-4cac-9806-34a5d8aa28be,Exec-managerial,8,Exec-managerial,29,18.8,0
bc9245cc-3387-4d6a-a5c6-d85f5132e611,Machine-op-inspct,4,Machine-op-inspct,15,16.5,1
e0c6a4c2-7e28-455f-a016-f581b4d392e7,Exec-managerial,7,Exec-managerial,33,7.7,0
3b2d7657-0f2b-49b9-9f8a-843922ed9ee6,Craft-repair,4,Craft-repair,25,8.8,1
4170535a-9569-4e8f-a7ae-25a47169799c,Exec-managerial,8,Exec-managerial,4,15.8,1
fb3cf521-a216-4483-ac0d-c8dc5ea51644,Exec-managerial,5,Exec-managerial,16,17.9,0
a5fca1d8-efe0-4a99-8507-9d00e27826ac,Adm-clerical,4,Adm-clerical,25,29.3,0
d3fcdcf5-bd68-4ba8-8d7f-ff9403203f11,Prof-specialty,8,Prof-specialty,24,9.5,1
ea8ca4cd-4f63-4d03-bb28-4c90b3350d77,Prof-specialty,2,Prof-specialty,18,23.8,1
bc0f03d6-1668-429f-88ea-b0d9e815f334,Other-service,0,Other,1,10.3,0
76b59e40-83b7-4463-bf5d-5a4a93a1ed40,Craft-repair,5,Craft-repair,8,2.9,1
2edeccde-f5f5-4fc4-acae-545002f1b8b7,Farming-fishing,4,Farming-fishing,20,22.2,1
aa0f3c8b-ad00-493f-8e76-1b92b49f9895,Tech-support,5,Tech-support,42,15.0,1
5469a02a-afb8-4091-9fcb-44f94b56c50e,Machine-op-inspct,0,Machine-op-inspct,5,21.6,0
b5804cfa-8888-4cfb-be09-07c76f6f01fa,Sales,5,Sales,4,17.6,1
afe837c6-a4e1-42d5-a10b-ef17a5ac1ce9,Transport-moving,0,Other,23,4.7,1
8b01cd57-5513-4d18-bd26-ca055c8da458,Sales,4,Sales,2,22.2,1
8c6a51b1-0a18-46da-a3d8-45205daecb7b,Machine-op-inspct,6,Machine-op-inspct,17,19.5,0
e61c2fa8-e8d5-4106-b674-6bd79dd786c5,Exec-managerial,2,Exec-managerial,10,2.7,1
dd67bc03-25b9-44f1-8c18-f594597f0805,Craft-repair,4,Craft-repair,35,18.6,1
8b1ae057-fd2a-4d66-bb44-5fb4b5eb9f2f,Adm-clerical,6,Adm-clerical,18,5.1,1
45339431-e03a-4ef8-bc92-f8fe83d12f66,Sales,4,Sales,34,25.6,1
7f7b6a8d-dce6-4edc-9e67-9f7bc10701d2,Prof-specialty,8,Other,25,27.5,0
327e762d-be15-492c-9d4c-a2b50f3e13f7,Other-service,8,Other-service,5,22.0,1
30cea34a-8aeb-4a64-8651-f0b4e30b27aa,Handlers-cleaners,4,Handlers-cleaners,21,22.4,0
03d3e074-0d80-4306-9183-36655c5d9ecd,Prof-specialty,10,Prof-specialty,14,13.2,1
ec62978b-41cb-4abc-9add-69ba790057c7,Farming-fishing,1,Other,14,22.3,0
fabeea6e-3bd9-404d-9dd0-4a1267f759ad,Handlers-cleaners,8,Handlers-cleaners,4,16.5,0
00c8a6b0-755c-4dbd-8560-37f89abcb641,Exec-managerial,8,Exec-managerial,8,10.5,1
42b5f0f9-d6a6-4281-865f-b3a2e04be5f5,Exec-managerial,9,Exec-managerial,18,27.5,1
ffe99eed-3898-4e5d-8e07-62f52ed20a35,Craft-repair,4,Other,14,14.5,0
ddffd476-fce3-46b1-b1e0-bd6b61834e12,Sales,5,Sales,12,1.9,1
79dd05d4-a7f9-493d-bc73-423067435361,Other-service,0,Other-service,63,2.6,1
1cf8bb9d-8d6a-4648-ae12-743838c254a9,Craft-repair,4,Craft-repair,11,6.4,1
b0c1682b-d90f-4c0c-b3e0-febc52c9cfea,Sales,7,Sales,47,27.8,1
d795c6ee-213b-42ee-b857-86b1edfd0e0c,Handlers-cleaners,0,Other,32,6.8,0
de2eb5d0-9a0b-4df4-91da-52610a36b122,Exec-managerial,8,Exec-managerial,26,25.6,1
75a1d8f1-6c35-48e0-9a55-a5d16f244760,Exec-managerial,8,Exec-managerial,12,6.2,1
d1074193-007d-4dd4-9808-ea84988b2d90,Sales,8,Sales,37,27.3,0
40959499-9639-4599-b2f4-ec839d82a125,Adm-clerical,5,Adm-clerical,42,10.9,1
3237ac01-aee3-46be-9d1b-90212b4086b7,Sales,8,Sales,26,28.9,1
16e4ce82-33b9-496f-8985-605bed332066,Other-service,0,Other-service,33,11.6,0
063e95c3-a085-4b7d-9b04-1adebc143492,Other-service,5,Other-service,20,11.9,1
9d6afaad-7212-43c0-8aca-0f7e9504281a,Exec-managerial,5,Exec-managerial,11,16.6,1
a92dad76-a8a6-48b0-a42e-b14fdfb8d032,Farming-fishing,4,Farming-fishing,7,27.4,1
a9788836-c2da-476a-b63f-e357088a63b2,Machine-op-inspct,9,Machine-op-inspct,27,13.7,1
9f83c311-d816-4227-8c57-6577f7dd1124,Other-service,8,Other-service,9,20.4,0
0a3bfdd5-c021-4a4b-ae2f-ce783beaf0ab,Prof-specialty,5,Other,39,28.1,0
84d828ab-160e-4e20-be2a-abe6e301ae9e,Other-service,4,Other-service,13,22.8,1
9dded398-3771-42dc-81b7-2916b216a894,Machine-op-inspct,4,Machine-op-inspct,31,6.0,1
63bff5dc-9d9a-460b-ae5d-c408ea1d9e32,Adm-clerical,7,Other,8,15.9,0
1c412115-d62d-41eb-a1c1-9ed7e97cd0ca,Machine-op-inspct,4,Machine-op-inspct,16,6.8,1
d80e1e20-2f91-4b8d-a65e-50c02608e594,Craft-repair,4,Craft-repair,37,23.5,0
348ed33d-c1eb-4dac-9951-a39393b2ed4b,Prof-specialty,6,Prof-specialty,15,18.6,1
bb1f9b34-c2f6-4327-ae43-07805e58c9d6,Other-service,5,Other-service,3,16.3,1
4e148955-a524-4686-b81a-5de9e1c8c97a,Other-service,5,Other-service,4,7.0,1
9311312f-839d-4831-803e-7f195f9523b0,Sales,4,Sales,1,8.1,0
f7a6cbce-33b7-4855-a140-423cd16543de,Farming-fishing,6,Farming-fishing,17,26.3,0
076f1cfd-13c4-4218-a1c3-efb09f917f5d,Sales,8,Sales,17,12.5,1
8a0b175a-dc93-40c8-a363-1e9de278eb3a,Sales,8,Other,37,23.1,0
e9646e03-3b94-4bc8-baeb-39de63c3e1b9,Craft-repair,5,Craft-repair,19,28.7,1
61305b5d-ecc6-4a1d-adc0-65fac359d954,Sales,5,Sales,46,7.3,1
b0191bc2-a206-4e83-b9a2-bce54d4dd366,Exec-managerial,8,Exec-managerial,28,8.4,1
3159995c-11b6-47cc-a27e-9985073e6ce5,Craft-repair,4,Craft-repair,5,5.3,1
477aaa44-d1ab-4774-be44-b9b9f5a0a105,Sales,8,Sales,8,7.3,1
afd334a1-9efe-464f-afb9-ec3859ab593a,Priv-house-serv,0,Priv-house-serv,8,18.9,0
df0e31c7-662c-4a8b-b569-099c8b92129f,Adm-clerical,5,Adm-clerical,2,16.2,0
c979ee7d-f572-4eb7-b2d3-44b54509da58,Farming-fishing,2,Farming-fishing,70,3.7,0
ba6951a0-8893-41bf-b16c-3ce16915eb06,Prof-specialty,8,Prof-specialty,24,2.2,1
485730ce-81d7-4c84-8210-fb24e0b4d334,Craft-repair,0,Other,32,8.3,0
201f8678-fc07-4f26-be1f-ed3148a50368,Sales,5,Sales,30,7.6,1
67e58562-d9ae-4d13-ab04-0fd4bfb9fbcb,Prof-specialty,4,Prof-specialty,22,23.4,1
4457188e-c654-4955-96a1-92cb2ed7b021,Transport-moving,2,Transport-moving,29,7.7,1
64d85c10-26ad-4b10-8d39-d91e9d8f3bbe,Prof-specialty,8,Prof-specialty,14,24.4,1
423ad986-5d19-4065-8667-409747792a1d,Exec-managerial,8,Exec-managerial,21,19.7,1
743faad0-52db-4367-bb68-d8a4d974e3b8,Craft-repair,5,Craft-repair,20,2.8,1
7fcd9bd2-63c2-4b2c-b8e0-c539a5369378,Craft-repair,8,Craft-repair,7,4.6,1
88815efc-dbe0-4e61-9362-e0f638b3f9a3,Exec-managerial,9,Exec-managerial,26,23.9,1
843acc4b-00c4-4bf6-9b6b-2d50cf8e5a99,Tech-support,5,Other,23,2.8,0
786df86e-6cfe-4ee5-b9b5-b3e1096d05e0,Sales,4,Sales,10,27.6,1
0e5e129d-1a22-4b15-9ce1-3983c4c906c9,Prof-specialty,4,Prof-specialty,13,3.2,1
9dbf3457-cce3-4a9d-92e1-671102965b66,Prof-specialty,11,Prof-specialty,39,25.1,1
406370b3-e12e-42ff-bc36-c41027eedd04,Prof-specialty,5,Prof-specialty,2,9.4,0
13ae4dfb-c451-4c53-831b-0f9bc84de818,Exec-managerial,7,Exec-managerial,35,7.2,0
f64bbc5c-9691-4469-8966-8d4b58a188ba,Craft-repair,0,Craft-repair,53,1.4,1
0c31d5da-b31e-4094-a20e-2d6f9b9510b0,Sales,5,Sales,21,22.6,1
5a47f5cf-1516-4232-8c93-f208fbf91a3a,Craft-repair,5,Craft-repair,16,25.6,1
10287aa3-328e-4075-8925-43957204fab3,Prof-specialty,8,Other,31,17.1,1
e7feb1ba-f816-45f8-ad06-339eb165ed2c,Exec-managerial,5,Exec-managerial,36,28.5,1
12c69de9-bb85-4b27-8d3f-1ed4a35aa41f,Adm-clerical,5,Adm-clerical,19,10.8,1
2ccad41f-7362-42ca-b655-c6efabb06ebd,Adm-clerical,4,Adm-clerical,25,14.9,1
9a001501-9c3f-4625-ae68-40fdff11115a,Prof-specialty,8,Prof-specialty,12,29.7,1
3f88059f-5aef-4a47-8412-e368d8de1cf9,Other-service,4,Other-service,29,22.0,1
16831ba1-f786-439e-960f-d25dcbeae644,Prof-specialty,8,Prof-specialty,25,8.9,1
7eb0c413-a824-462f-b096-eea508e489f4,Other-service,4,Other-service,30,20.8,0
57d7a572-81dc-4711-81bc-9eb0feb5985b,Machine-op-inspct,5,Machine-op-inspct,17,7.7,1
6ec5113e-6d04-4b82-8eb3-8fae686bf416,Machine-op-inspct,4,Machine-op-inspct,6,9.6,1
8dad2e34-85db-42c6-9375-eccf5a01856d,Handlers-cleaners,4,Handlers-cleaners,5,18.4,1
16a285cc-0c3f-4f3b-9b06-504008079a78,Tech-support,8,Tech-support,20,5.7,1
de5d468d-006a-4fa3-9630-77def23fcef2,Sales,5,Sales,3,19.8,1
4047cdaa-ec53-4445-af17-5b6d3b04dada,Craft-repair,1,Craft-repair,19,11.9,1
82e571e8-6e8e-4314-a9cf-738486765dc8,Machine-op-inspct,7,Machine-op-inspct,43,21.9,0
623c918a-95c7-43f1-bd38-bcea12cc338b,Prof-specialty,8,Prof-specialty,25,23.5,1
b4cfac4a-141d-4dc6-9b07-535d1e4a7683,Exec-managerial,8,Exec-managerial,34,15.0,1
b5436de9-f1fb-45ef-a232-edfc908d321d,Machine-op-inspct,4,Machine-op-inspct,38,4.4,0
0a00c9dd-65d0-4f8c-9026-c82710ef955f,Exec-managerial,5,Exec-managerial,9,20.9,1
65f08f77-1ca4-42fb-9b0b-0955cd1e028c,Other-service,5,Other-service,21,17.9,1
084a5a71-a3d5-4fe2-90ee-6f004fdb52ee,Craft-repair,4,Craft-repair,29,21.0,1
ac11ed07-7923-45ee-a594-7b03dad562b6,Adm-clerical,8,Adm-clerical,5,9.9,1
cf18fa85-76be-4ed3-9af0-67285665a486,Adm-clerical,4,Other,22,1.6,0
f8ebc939-9f7a-4f9b-93da-43ed07abc91b,Craft-repair,4,Craft-repair,15,5.4,1
30293ac8-9b23-4fbb-8b83-b18151066f21,Adm-clerical,5,Other,32,19.1,0
d9bc405b-5543-40c2-a7a8-e6672720f7ff,Machine-op-inspct,5,Machine-op-inspct,26,16.4,1
d786d226-6049-4a04-873e-1aa610818349,Farming-fishing,4,Other,24,25.8,0
d0e15bce-9381-4231-aa7f-2e64c86a1487,Exec-managerial,8,Exec-managerial,31,3.7,1
ce87a16e-ad68-4565-a80e-c3c03194e287,Farming-fishing,10,Farming-fishing,25,5.0,1
ac5228f4-f0e7-4718-a01a-fa69c428a6d9,Transport-moving,4,Transport-moving,23,30.0,1
9281566e-01f7-4928-b389-b0bb9ebec892,Transport-moving,5,Transport-moving,3,13.5,1
80d9c784-c950-442f-ad69-b6762e1732b3,Sales,8,Sales,11,5.4,1
47f16b0a-b989-4fa0-aa8c-3ab79db2687a,Craft-repair,4,Craft-repair,20,27.8,0
c4c8a166-e095-44ac-9ae7-397d14785a00,Sales,8,Other,7,7.2,0
5f0871fa-5885-4b2e-8315-c58fec54ad63,Priv-house-serv,1,Priv-house-serv,57,11.0,0
299f56bb-a4b9-4492-b2b0-27a8dac55047,Machine-op-inspct,0,Other,34,2.3,0
849f148c-c025-4392-85fa-486556ca6f01,Exec-managerial,8,Exec-managerial,15,5.7,0
1977bcd6-a755-45ed-b3bf-98a51e7c45f9,Adm-clerical,4,Other,7,6.6,0
030c5540-b7b6-4a0b-a640-0b1f8dec923e,Sales,2,Sales,0,15.8,0
e06eee44-14eb-4db4-8e58-f51cdd0fbfe2,Craft-repair,5,Craft-repair,18,25.2,0
a74468b2-0db4-4247-b67a-839a4616a220,Craft-repair,4,Other,34,21.6,0
e1440f18-9843-4d04-8a77-afda90857723,Exec-managerial,9,Exec-managerial,30,15.7,1
ac196e79-8494-472c-abe3-7c82b1072ac3,Sales,7,Sales,36,3.3,1
d3851f2b-a46c-454a-a4f6-84f965307a14,Prof-specialty,8,Other,9,26.1,0
13f94bcf-36d8-452b-9921-ca6f35291137,Adm-clerical,5,Adm-clerical,20,14.4,1
510cf592-0475-464e-b3b1-6294a7eee1fa,Exec-managerial,8,Exec-managerial,26,23.8,1
aead8d57-d71d-4591-98e5-298a5efdf668,Craft-repair,4,Craft-repair,20,10.2,1
6fb087cf-13c4-4328-b877-e6bf373ce548,Machine-op-inspct,4,Machine-op-inspct,11,12.6,0
1e1bf5f9-ee27-4bfb-9e0f-7e21e238204a,Craft-repair,4,Craft-repair,45,20.3,0
bcae0e19-a93d-4aa2-b7d0-8a29867a26ea,Transport-moving,0,Transport-moving,33,28.9,0
448c0461-3982-438d-bf11-5f6a194f3f48,Sales,2,Sales,0,25.1,0
7a763f7f-edab-43ee-8cfd-86bf9363a830,Sales,5,Sales,21,10.4,1
