month,season,temperature,precipitation,job_type,village_population,num_jobs_posted,avg_wage
11,Winter,23.747578350898177,28.76672943704166,Handlooms and Handicrafts,1380,6,383
5,Summer,35.0619783669934,3.812499627811098,Healthcare,2141,10,610
11,Winter,21.72646306462452,15.792055663938509,Beauty and Wellness,1853,11,420
10,Winter,21.453667628174905,18.407350037710017,Electronics and IT hardware,2606,11,666
7,Monsoon,20.8643594307982,96.39850328822634,IT and ITeS,3209,15,798
8,Monsoon,23.557028644234588,34.23327759446928,Retail,4072,23,409
6,Monsoon,29.234321843449493,28.20940438559912,Textile and Clothing,4808,22,358
1,Winter,36.12939491502693,23.706279792800665,Retail,1694,8,388
4,Summer,36.71340507836338,6.707909932326411,Electronics and IT hardware,3593,21,670
3,Summer,39.59957365218993,5.418303316619236,Media and Entertainment,2255,13,502
6,Monsoon,33.15555625135471,89.86726283599496,"Transportation, Logistics",1754,7,453
4,Summer,41.13125814874436,4.720991263658233,"Building, Construction and Real Estate",3112,14,453
9,Monsoon,30.959101302136492,97.62703541391932,Retail,3618,22,395
7,Monsoon,38.29538524476125,66.3141390023142,Healthcare,3755,42,1098
6,Monsoon,25.492505947510985,76.73165309918699,Private Security Services,3040,13,388
5,Summer,44.83536379606826,3.2070736792427534,Telecommunications,3460,16,603
6,Monsoon,29.57549787188863,97.47370323349335,Banking and Financial Services,4169,22,707
8,Monsoon,24.461420605980717,20.98762244904978,Food Processing,1918,12,386
7,Monsoon,21.968932359768004,64.3986030554329,Beauty and Wellness,4821,22,407
6,Monsoon,31.23850275695998,68.06738059062721,Retail,3893,23,405
8,Monsoon,33.594670345991354,68.58457523479402,Food Processing,2713,16,418
12,Winter,43.25914953237592,17.76966957582727,Leather and Leather Goods,3284,15,406
11,Winter,35.040640278797895,42.08945864137134,Pharmaceuticals,2461,14,569
2,Winter,22.432104428761996,5.197329558486103,Electronics and IT hardware,2340,14,650
7,Monsoon,31.45191814636094,89.2433038943958,"Transportation, Logistics",4402,23,474
5,Summer,41.45238258378763,1.6433816759981401,Domestic Help,1352,4,317
4,Summer,46.91289732367904,4.433536669640339,"Building, Construction and Real Estate",1020,9,462
2,Winter,42.137253002720556,3.8094036013393175,"Building, Construction and Real Estate",2496,13,465
1,Winter,39.87006055575675,24.767633308197173,Handlooms and Handicrafts,2591,15,386
1,Winter,26.30775546568738,45.04397287768061,Food Processing,3581,19,405
1,Winter,39.565025453794064,19.066785745571075,Pharmaceuticals,2259,12,571
11,Winter,39.40105744482852,16.17568127956063,Handlooms and Handicrafts,4460,22,395
11,Winter,42.03554854549959,19.985613966338523,Domestic Help,2403,12,293
2,Winter,27.71470037292811,47.20724323004241,"Travel, Tourism and Hospitality",1732,8,502
6,Monsoon,27.570355979933662,50.944709008689905,"Transportation, Logistics",4028,21,454
8,Monsoon,31.057234787238396,59.03587543661601,Private Security Services,3223,20,399
11,Winter,42.11523038581031,31.367421655620053,Beauty and Wellness,1481,12,421
4,Summer,47.89904882451468,0.37265542325132905,IT and ITeS,3673,22,816
5,Summer,45.56954335849055,9.60166485655536,Banking and Financial Services,1895,10,706
12,Winter,22.70564642736372,49.35477236852945,Pharmaceuticals,2463,11,566
7,Monsoon,26.26285482535724,36.98110704807619,"Transportation, Logistics",1310,9,455
3,Summer,35.1622191796735,7.47568629621618,Electronics and IT hardware,1199,6,655
5,Summer,42.33249541092981,1.1090176568811183,Textile and Clothing,1837,11,363
3,Summer,44.50799546292261,6.191546020490159,Media and Entertainment,1852,13,511
5,Summer,35.56419716667181,6.4448823041352545,Beauty and Wellness,2768,14,403
6,Monsoon,31.50891474857893,38.38145066014738,Private Security Services,4936,24,402
8,Monsoon,26.98338342369889,39.764713563247234,Banking and Financial Services,3015,14,715
1,Winter,40.91286953542961,28.670833882534897,Telecommunications,1775,12,625
11,Winter,37.32265439699802,37.94301185955606,"Travel, Tourism and Hospitality",1606,6,494
4,Summer,46.38624304892447,6.975376148099778,Domestic Help,2325,14,300
7,Monsoon,41.93620319157222,81.86009949370046,Food Processing,4803,22,395
9,Monsoon,24.763408170934294,97.44945019479127,Beauty and Wellness,1180,3,410
4,Summer,47.82480867813444,0.5873758572219046,"Travel, Tourism and Hospitality",2644,13,523
4,Summer,38.001085718330565,8.705285731603896,Beauty and Wellness,1818,7,422
2,Winter,33.738872836494714,16.9451107641692,"Travel, Tourism and Hospitality",3204,20,508
11,Winter,36.18172107336544,30.736678782362358,Food Processing,2995,16,409
11,Winter,35.973306725581466,31.410516224291797,Domestic Help,3672,17,313
1,Winter,32.231506373380576,5.536710405641476,Domestic Help,1750,12,296
10,Winter,32.31578801000031,1.3781784311726109,"Travel, Tourism and Hospitality",2612,17,520
3,Summer,35.9652947982166,7.46134145216611,"Transportation, Logistics",2847,15,451
7,Monsoon,39.9330158556026,95.3330009066525,Food Processing,3034,16,388
4,Summer,41.35943918320071,0.9992455033141623,Domestic Help,3925,20,319
4,Summer,44.71997980497415,0.254691452999003,Textile and Clothing,2954,17,351
5,Summer,47.397504051984455,3.828698114850325,"Transportation, Logistics",4748,28,449
10,Winter,28.83637384490361,24.666054578899217,Food Processing,4449,22,387
7,Monsoon,24.622291589606693,38.63978619241913,Leather and Leather Goods,3445,22,409
8,Monsoon,24.322398203193274,38.06066594208099,Leather and Leather Goods,3983,19,398
11,Winter,33.01753851069732,27.181098748271644,IT and ITeS,2115,13,805
5,Summer,41.74888205028064,2.937096362957239,"Building, Construction and Real Estate",4007,20,461
1,Winter,39.68210141358979,24.100712140723196,Leather and Leather Goods,4570,24,399
1,Winter,32.41428212586736,13.622297874133055,"Transportation, Logistics",2946,13,439
6,Monsoon,20.469802007293346,89.42418868951981,Telecommunications,4191,20,620
11,Winter,41.706442656453405,41.45843570938888,Domestic Help,2908,19,298
11,Winter,43.53616739302005,17.565357090791185,Leather and Leather Goods,2095,11,392
1,Winter,44.32557138945732,0.4955325202241678,Textile and Clothing,2163,11,338
6,Monsoon,30.86750988269897,27.315990946035598,Food Processing,2592,11,385
9,Monsoon,36.33431009902987,21.58922306825926,Leather and Leather Goods,1305,9,419
3,Summer,46.02002024431262,8.963163589029659,Electronics and IT hardware,2327,15,644
4,Summer,45.51473493411897,5.252249251770137,Media and Entertainment,4646,24,515
2,Winter,31.27833865393363,48.845042116175726,Retail,1905,7,404
9,Monsoon,35.80713170749897,39.413810096316844,"Transportation, Logistics",2187,11,436
11,Winter,32.894218975395205,34.1615454296464,"Building, Construction and Real Estate",1645,6,458
9,Monsoon,22.216061336869828,84.69314482825324,"Transportation, Logistics",1552,11,455
11,Winter,42.13761343332773,6.251510713063957,Beauty and Wellness,2909,14,411
4,Summer,41.045508343958666,5.358174069920257,Private Security Services,1018,9,394
12,Winter,29.333648856362178,9.980560182473436,Furniture and Furnishing,3587,16,404
4,Summer,45.40754630687894,9.665198722855417,Agriculture,2567,14,347
5,Summer,41.52505992361949,5.1705120606511965,Pharmaceuticals,3048,17,548
8,Monsoon,42.23480130554091,87.89976321849667,Furniture and Furnishing,2511,16,395
1,Winter,20.983018567886255,27.65962186309708,"Transportation, Logistics",1220,4,470
6,Monsoon,35.435885636743066,71.57388591351383,Leather and Leather Goods,2092,11,385
8,Monsoon,25.30654387194208,75.67376043399186,Healthcare,3713,39,1095
11,Winter,43.31683495525104,39.64639797874984,Electronics and IT hardware,3147,13,639
6,Monsoon,25.374748215941004,91.39395856615211,Domestic Help,2031,13,304
6,Monsoon,29.369914470873347,21.03763259632073,Private Security Services,4103,23,412
6,Monsoon,30.32570484482249,29.051029143494446,Healthcare,3105,20,595
11,Winter,43.705738833819375,43.46160575033543,Retail,3029,13,400
10,Winter,44.947564684624055,19.346644828025887,"Travel, Tourism and Hospitality",3091,14,501
2,Winter,35.68665970133142,22.876567606545972,"Transportation, Logistics",4806,23,436
8,Monsoon,32.102477185928656,99.3627253230746,Banking and Financial Services,1685,9,708
7,Monsoon,44.711699557627135,33.21577343540868,Beauty and Wellness,1364,8,388
4,Summer,45.0507939237403,1.9217132993954855,Domestic Help,2467,15,298
9,Monsoon,39.482837257466635,40.40409338246018,"Travel, Tourism and Hospitality",3760,21,492
9,Monsoon,36.376743129743716,61.57910652446592,Handlooms and Handicrafts,3053,18,391
9,Monsoon,20.98424811780059,51.16715579286853,"Building, Construction and Real Estate",1283,3,174
10,Winter,32.419821426249165,3.6286497727352374,Handlooms and Handicrafts,3671,22,365
2,Winter,28.827440678226566,43.98690344617574,"Building, Construction and Real Estate",3857,22,446
1,Winter,41.102614083222406,6.230245046400046,Beauty and Wellness,3846,20,396
4,Summer,39.58923665885217,6.283996759503663,Banking and Financial Services,4800,26,694
3,Summer,43.68907459460562,1.8217575809021103,Furniture and Furnishing,3088,17,417
7,Monsoon,38.232662153039776,56.340753237435344,Food Processing,2215,9,399
8,Monsoon,44.01881962682192,40.89046896664313,Textile and Clothing,4838,22,335
6,Monsoon,36.117908548104595,62.27160682368978,Food Processing,1558,6,409
2,Winter,21.267564400977687,33.15409975216241,"Building, Construction and Real Estate",4394,20,450
6,Monsoon,39.00660580616821,76.98406897970665,Furniture and Furnishing,2415,12,393
8,Monsoon,42.64515942897482,83.68615204860741,Pharmaceuticals,4334,25,543
3,Summer,35.37290597879503,0.0791460021948065,Banking and Financial Services,1982,8,708
12,Winter,28.74471567115127,14.643386155838389,"Transportation, Logistics",2840,12,458
2,Winter,27.338273860255214,19.432105677782594,"Travel, Tourism and Hospitality",2054,12,489
11,Winter,30.18580167872742,44.63905769564757,Healthcare,1480,6,596
4,Summer,36.142375455811546,9.960751623254287,IT and ITeS,3699,17,823
4,Summer,37.98338981657042,6.8357427344963115,"Travel, Tourism and Hospitality",3956,20,486
5,Summer,37.444219917317355,9.75433360520703,Private Security Services,2090,15,402
2,Winter,32.30502327070499,36.679870076593666,Food Processing,1069,6,389
9,Monsoon,32.887631172693574,75.78967562546065,"Travel, Tourism and Hospitality",2594,14,515
6,Monsoon,31.854843234197233,22.760314498455465,Handlooms and Handicrafts,1017,3,372
3,Summer,46.799744867827904,0.10384934981327865,Telecommunications,2679,16,589
1,Winter,22.24677373003707,4.351620420588781,"Building, Construction and Real Estate",1056,9,450
10,Winter,22.303911050511335,49.77277714440406,Pharmaceuticals,3475,17,571
2,Winter,31.25480934069035,14.992325841497433,Textile and Clothing,1678,9,337
10,Winter,40.5012598873495,22.48198459391382,"Transportation, Logistics",1077,5,458
7,Monsoon,29.736019298762496,44.3715441053355,Media and Entertainment,4824,24,498
8,Monsoon,21.921705866422585,44.71687863086696,Textile and Clothing,3130,15,338
10,Winter,25.622822401518967,46.76604633710331,Auto and Auto Components,3586,18,502
5,Summer,45.56537582123203,1.641009827679062,Healthcare,3903,39,1101
3,Summer,38.404887505531526,3.583902709225617,"Travel, Tourism and Hospitality",4451,22,506
4,Summer,38.92520231659387,4.708123592534291,Handlooms and Handicrafts,3398,20,375
6,Monsoon,20.568501240634824,64.44785263585068,Agriculture,2403,26,793
5,Summer,42.235040494399286,7.253855525119662,IT and ITeS,2009,9,804
9,Monsoon,38.70990720377807,67.15800158281922,Banking and Financial Services,2590,14,706
3,Summer,47.4750606002081,5.713405435777574,Media and Entertainment,2596,13,521
4,Summer,41.05312959073112,0.6391025021861652,Beauty and Wellness,4400,21,420
4,Summer,43.09167780799831,5.033632766649763,"Building, Construction and Real Estate",3888,20,456
11,Winter,30.59648705083973,13.521280639077792,Retail,1380,7,411
6,Monsoon,26.897989652995058,57.335834709009404,Media and Entertainment,1978,11,512
2,Winter,34.936353398329416,3.3779425059310975,Healthcare,2079,12,586
4,Summer,46.432764949823934,9.583290461395926,Beauty and Wellness,3501,17,406
10,Winter,40.68063027651668,19.186948943045067,Furniture and Furnishing,1704,10,395
8,Monsoon,32.29730805724719,84.50880408095716,Retail,2673,18,386
7,Monsoon,25.85337878188211,86.0584171639399,Private Security Services,3256,15,401
10,Winter,37.56485738161632,5.51219953949097,Auto and Auto Components,2161,9,506
3,Summer,46.31589814921976,7.754878713585923,Retail,3912,19,384
8,Monsoon,42.15550192918009,83.1067749319708,Pharmaceuticals,2293,15,561
10,Winter,35.295912234899546,43.32018495125744,Media and Entertainment,1776,8,502
7,Monsoon,24.17600009984391,85.21901264499627,Telecommunications,1017,3,610
9,Monsoon,22.209097518090207,73.79134668843514,Textile and Clothing,3431,15,346
4,Summer,41.526937949126136,0.938120509370789,Retail,1449,7,421
9,Monsoon,20.18851515620306,22.556956305374047,Private Security Services,2404,15,396
7,Monsoon,39.71070491547467,39.37575348773994,Banking and Financial Services,3732,22,691
8,Monsoon,20.989055524611693,56.10409824175474,IT and ITeS,3429,19,811
7,Monsoon,23.1896374302263,75.68627851751728,Electronics and IT hardware,3615,17,646
11,Winter,24.248621823283354,29.30626901727465,Media and Entertainment,2090,12,494
6,Monsoon,41.441104259533375,48.622821512929434,Food Processing,3713,18,411
5,Summer,36.533359865665794,9.914658690184993,Healthcare,1697,7,608
4,Summer,39.88255029309553,1.1385307948569623,IT and ITeS,3524,22,812
5,Summer,47.51662190536014,1.2872347188869615,Private Security Services,2804,18,389
2,Winter,42.8766695158871,33.07702940824812,Handlooms and Handicrafts,3530,15,364
8,Monsoon,22.163028362979333,95.37446004388796,Beauty and Wellness,2770,13,384
4,Summer,41.536515994278545,0.3818685010749323,Electronics and IT hardware,2457,13,639
12,Winter,24.027221498224137,47.334157939662305,Handlooms and Handicrafts,2192,13,398
7,Monsoon,24.110543363676566,53.89897869928162,"Building, Construction and Real Estate",2124,5,176
5,Summer,35.513481901316496,5.561311920446242,Food Processing,4613,26,390
10,Winter,36.051060337328764,23.13536387456129,Handlooms and Handicrafts,3365,16,390
8,Monsoon,21.405941946434876,36.13856648408515,"Travel, Tourism and Hospitality",4395,21,513
2,Winter,36.270328027657285,7.820549102427282,Beauty and Wellness,2557,11,388
4,Summer,46.640446049534404,7.341780928360352,Pharmaceuticals,1613,8,572
1,Winter,35.812220510428176,34.881018641373394,Pharmaceuticals,1847,12,550
6,Monsoon,33.08441388607121,62.34786759113778,Pharmaceuticals,3299,17,537
5,Summer,42.228086346150775,4.842108439662267,Domestic Help,3732,21,296
8,Monsoon,35.974515037251706,77.84787253229482,Food Processing,2349,10,386
1,Winter,27.391810314896148,2.898548020866565,Telecommunications,2435,12,616
8,Monsoon,36.75992027904086,51.633332054252,Furniture and Furnishing,3765,20,398
4,Summer,40.702794352326144,6.980942193623497,Telecommunications,1448,9,599
11,Winter,27.02301232554265,4.495134773066245,Beauty and Wellness,1807,9,404
1,Winter,21.06943874902285,25.398852932005873,Telecommunications,4029,19,625
1,Winter,38.853488463821165,11.239560789681663,Healthcare,4869,24,620
11,Winter,39.605782147944694,31.312171099661317,Food Processing,3298,16,415
5,Summer,38.77916822142071,0.5305834823947009,Media and Entertainment,2659,16,489
10,Winter,33.463457897213615,34.70619141060216,Domestic Help,3062,15,308
6,Monsoon,34.36549415860752,34.24116909926012,Leather and Leather Goods,2553,14,404
10,Winter,41.31713186252688,17.43560919824626,Private Security Services,3298,18,402
1,Winter,23.448219682800204,35.068818257867854,Textile and Clothing,4801,23,339
7,Monsoon,24.261974155881575,57.84453803576283,Food Processing,3267,17,423
3,Summer,42.78835828472536,5.886639950380576,"Travel, Tourism and Hospitality",1387,8,500
3,Summer,41.60425423806238,2.1421437688591016,Private Security Services,3669,20,410
10,Winter,20.728140987858026,36.38605342611703,Retail,3805,20,387
5,Summer,47.86410584655955,5.74641904432996,Electronics and IT hardware,4466,23,664
5,Summer,42.987079374856606,4.249041005175225,Banking and Financial Services,2221,10,699
11,Winter,28.259819045738297,26.12305843660563,Healthcare,1143,3,606
3,Summer,37.12051332080933,6.380819312715006,Pharmaceuticals,1482,10,551
6,Monsoon,37.49206041866682,40.09636002756124,"Travel, Tourism and Hospitality",2280,9,488
5,Summer,46.31442913035827,5.987843575844364,Auto and Auto Components,2190,15,495
3,Summer,36.84363614858641,6.4129856764882245,Telecommunications,2909,15,601
9,Monsoon,38.71757847657068,49.66160499013335,"Transportation, Logistics",1887,11,450
11,Winter,27.48129324746754,13.736178962250085,Electronics and IT hardware,1394,10,673
6,Monsoon,23.730200518907807,51.841770306761894,Beauty and Wellness,3268,20,388
12,Winter,24.504231923400493,9.735314031106734,Healthcare,4633,24,598
3,Summer,35.594802711002565,6.08899055103678,Private Security Services,4336,25,419
4,Summer,37.9436681639749,4.307943839358924,Media and Entertainment,2773,13,510
10,Winter,24.37910935960179,41.52374419093895,"Travel, Tourism and Hospitality",4431,27,505
3,Summer,43.20872704430232,3.815678618053698,Healthcare,3732,37,1097
4,Summer,38.01644745506891,4.28368693780558,"Travel, Tourism and Hospitality",1478,10,525
8,Monsoon,33.919803715581516,98.50726884334617,Pharmaceuticals,2023,12,554
3,Summer,38.21710719199212,3.9182071220114842,Pharmaceuticals,4052,21,555
8,Monsoon,23.891111774931147,47.26262327601434,Telecommunications,4042,21,611
5,Summer,36.41293288359919,9.765378754371367,Domestic Help,2057,10,315
12,Winter,43.73522223681224,9.274803820665584,Domestic Help,3094,14,294
2,Winter,28.431626711379607,0.49267784697082373,Retail,1249,6,399
5,Summer,43.89270224132875,4.327007036881774,Telecommunications,2222,14,626
7,Monsoon,38.007372123711676,43.34759279389756,Leather and Leather Goods,1946,14,401
4,Summer,41.032963810454916,8.775237225167134,Furniture and Furnishing,2798,13,385
6,Monsoon,33.23734677359596,63.66537835460056,Electronics and IT hardware,4886,22,667
10,Winter,32.42891758995036,2.2184055832479066,Agriculture,2638,13,340
8,Monsoon,22.0213259771378,86.2869193369345,Healthcare,2508,29,1119
1,Winter,40.35680983759876,36.82395469088562,"Travel, Tourism and Hospitality",3433,19,525
11,Winter,24.500264561276495,39.68830770191294,Leather and Leather Goods,3659,19,421
3,Summer,36.25293112926072,2.080923445327536,Handlooms and Handicrafts,3619,22,381
12,Winter,29.494452264048018,19.94692102614417,Agriculture,2272,10,363
2,Winter,31.89751505514338,25.830087573700446,Retail,2422,11,412
8,Monsoon,23.254021646495858,92.13734396817355,"Building, Construction and Real Estate",1235,3,162
10,Winter,37.02088789925173,33.0920917155043,"Building, Construction and Real Estate",3058,16,461
6,Monsoon,32.34368366510482,62.56722841366792,Retail,2703,16,403
5,Summer,47.26199725388325,7.644814251458085,Agriculture,3095,16,359
9,Monsoon,29.183488618060895,79.9060016844972,Auto and Auto Components,2113,15,498
1,Winter,34.887911159410294,23.14541597022211,Healthcare,3606,17,598
10,Winter,37.98861159993412,3.498678403180894,Auto and Auto Components,4881,23,523
3,Summer,39.5749517820992,4.527962035536449,IT and ITeS,2518,10,793
1,Winter,40.881342011227936,20.131720764561766,Food Processing,1595,6,389
10,Winter,25.115984447227017,34.75745437630961,Retail,1119,7,416
5,Summer,42.759396102335565,2.58819902144807,Furniture and Furnishing,3124,15,403
3,Summer,35.38612230545702,9.533148408080145,"Transportation, Logistics",2115,10,434
4,Summer,45.324210179449366,6.3725078619292415,Beauty and Wellness,3866,22,388
11,Winter,34.303472658630035,16.51257036689601,"Travel, Tourism and Hospitality",2576,12,516
10,Winter,22.72637427692883,25.135299400110174,Electronics and IT hardware,1664,9,661
8,Monsoon,31.03993482145674,63.70327626347318,"Building, Construction and Real Estate",4385,9,172
9,Monsoon,35.08475381480414,47.41982600216221,"Travel, Tourism and Hospitality",1723,11,490
3,Summer,47.379528768655945,4.224169380110797,Healthcare,4012,39,1109
7,Monsoon,24.680842744571613,61.59153184749349,Telecommunications,1511,6,591
7,Monsoon,32.36146469572262,25.293814249783857,Handlooms and Handicrafts,1267,4,390
4,Summer,40.250005451901856,0.8072236876453842,Electronics and IT hardware,2001,12,647
3,Summer,38.49051747206579,0.4052394835110418,"Transportation, Logistics",3698,19,440
8,Monsoon,36.62069012338466,73.21048542223927,Leather and Leather Goods,3658,18,400
3,Summer,38.82229137286224,8.861730845408095,"Transportation, Logistics",3267,18,458
11,Winter,44.874270161151905,35.34053831157721,"Travel, Tourism and Hospitality",1110,10,510
12,Winter,43.07651824277819,19.617638061119674,IT and ITeS,3148,19,829
9,Monsoon,24.646736297741278,67.02710352123046,Leather and Leather Goods,4985,28,390
11,Winter,28.428342301724577,1.114770409185295,Textile and Clothing,2145,14,373
6,Monsoon,20.92912245055547,76.18635381737252,Auto and Auto Components,2545,13,501
9,Monsoon,43.11046626420544,68.99088796229144,"Travel, Tourism and Hospitality",4145,18,494
1,Winter,43.45283780188843,28.536422096754915,Telecommunications,4928,29,620
9,Monsoon,34.834522099586096,75.27468976550176,Textile and Clothing,3673,17,369
12,Winter,34.87906625421446,42.37780061046302,Domestic Help,3597,20,302
4,Summer,47.2863643253157,9.246484269209615,Private Security Services,4106,18,419
3,Summer,35.475728185611025,1.5173221858599784,Retail,2029,9,401
6,Monsoon,37.91587779919572,29.59381808896458,Leather and Leather Goods,1887,12,398
11,Winter,23.121959278801604,32.18407270808161,"Transportation, Logistics",4462,20,445
11,Winter,44.73989920493857,7.50825032107445,Beauty and Wellness,2877,15,408
2,Winter,27.870342922887183,2.9357705543267167,Electronics and IT hardware,3447,19,646
2,Winter,30.073112524157555,41.814129339508874,Auto and Auto Components,2531,16,526
8,Monsoon,28.059708846684263,90.39534851380698,Private Security Services,4189,22,391
11,Winter,27.757879668288965,33.879979236067236,Food Processing,4189,25,387
5,Summer,47.832711340818115,9.953847614539535,"Building, Construction and Real Estate",2509,15,452
2,Winter,28.63912367920654,49.88392579507689,Auto and Auto Components,4698,27,501
6,Monsoon,22.97297224224163,33.69839154385283,Beauty and Wellness,4433,26,423
5,Summer,38.12246325497831,1.7896478345334543,Textile and Clothing,1589,12,362
9,Monsoon,24.1014529588491,74.2122839703282,Telecommunications,1563,11,615
4,Summer,35.82488249581121,7.687131254621655,"Travel, Tourism and Hospitality",4821,24,493
3,Summer,43.876488299933115,3.0626319349964604,Pharmaceuticals,1271,11,568
6,Monsoon,22.45164363499752,32.50217391010082,Handlooms and Handicrafts,1925,10,384
12,Winter,20.306149526909962,4.6174085550266035,Private Security Services,3412,20,403
2,Winter,21.67339479111935,26.286965113353606,Handlooms and Handicrafts,4428,21,397
4,Summer,41.32922965520422,5.678054425765431,Textile and Clothing,3599,16,366
6,Monsoon,42.98578729600884,99.72097717936266,IT and ITeS,4050,23,798
4,Summer,43.887715457260136,3.990508797851542,Textile and Clothing,2752,13,334
4,Summer,41.03692698997582,3.937608082969515,"Travel, Tourism and Hospitality",2998,17,520
6,Monsoon,27.499704514456802,70.58597429774204,Retail,4307,19,411
4,Summer,46.333757449304095,3.7241254734855422,Private Security Services,2705,14,401
1,Winter,29.18141500221047,27.4013287451198,IT and ITeS,3794,18,810
1,Winter,26.46375914353063,24.29498330672763,Banking and Financial Services,1639,10,706
6,Monsoon,30.27244190025256,87.88999258257785,Leather and Leather Goods,4597,23,388
1,Winter,35.181381198878796,39.76760246912697,Retail,3138,18,395
1,Winter,30.79694826388357,11.293731108211736,"Transportation, Logistics",3739,22,458
6,Monsoon,26.175912505822204,36.093547188971044,Domestic Help,1029,8,293
4,Summer,36.60314885412863,5.892405570494325,Banking and Financial Services,4215,21,691
2,Winter,43.978095266753385,24.471419730721106,Leather and Leather Goods,4943,26,397
7,Monsoon,22.437116961613587,87.5142832776435,Leather and Leather Goods,2968,17,420
9,Monsoon,41.0771387688587,83.82275056958328,Banking and Financial Services,4552,25,715
2,Winter,23.794294720572488,30.705539257607416,Furniture and Furnishing,1361,7,404
4,Summer,36.8189758335625,9.211386402747221,Pharmaceuticals,4080,24,542
3,Summer,47.82083056279119,1.6135858806091052,Beauty and Wellness,2211,10,420
4,Summer,46.41681470485435,8.881814457411489,Beauty and Wellness,3345,16,414
2,Winter,30.162717602495185,6.297372761969877,"Transportation, Logistics",1169,3,468
3,Summer,42.22710738674246,4.55471827091023,IT and ITeS,4322,19,820
11,Winter,20.569467368822025,27.932593448636702,Pharmaceuticals,4322,22,542
9,Monsoon,32.43817842631282,67.54469650183864,Furniture and Furnishing,1631,7,406
4,Summer,38.308140354022164,7.183197799950827,Healthcare,4472,25,600
10,Winter,20.512389361850826,28.121367550055787,Agriculture,2424,11,370
5,Summer,35.04848684191524,7.657728752674306,Handlooms and Handicrafts,1665,6,398
11,Winter,38.31932179876385,16.205021851965963,Media and Entertainment,3558,21,502
12,Winter,31.21503066894415,21.58474383688878,Agriculture,2035,12,367
7,Monsoon,38.08205725132005,25.31089222510711,IT and ITeS,4041,24,802
12,Winter,27.23507176468433,42.8928094304546,Private Security Services,4907,22,416
11,Winter,24.944926982237945,39.298356469235934,Domestic Help,4130,22,310
4,Summer,35.57886061922728,3.913429690588429,Handlooms and Handicrafts,2086,8,384
4,Summer,35.48946947650334,1.943501705015498,Private Security Services,4309,21,394
6,Monsoon,21.650562756039122,50.37241761641823,Pharmaceuticals,2819,18,571
9,Monsoon,20.001367875671534,59.22176535458839,Banking and Financial Services,1728,12,724
6,Monsoon,38.986827098587106,93.42302272326441,Beauty and Wellness,2392,12,414
2,Winter,41.61886606349364,41.283503885683146,"Travel, Tourism and Hospitality",2794,14,486
12,Winter,32.186127837572876,14.460128276804667,"Transportation, Logistics",3271,19,442
12,Winter,29.47581441820142,42.178056461620756,Leather and Leather Goods,4700,24,389
5,Summer,47.71338520336893,6.198572605821287,Private Security Services,3171,18,404
10,Winter,20.798554146565326,49.79341205940872,Beauty and Wellness,3991,22,417
6,Monsoon,32.732987066112784,39.05594400653196,Auto and Auto Components,1335,8,506
10,Winter,32.683286695848714,20.996614072919762,Auto and Auto Components,3198,20,500
1,Winter,25.80625491031347,36.74153312585029,Healthcare,3914,19,615
6,Monsoon,40.13679798105818,21.68057426540387,Leather and Leather Goods,2969,19,423
1,Winter,20.688710470082263,28.078077444606237,Auto and Auto Components,1297,9,499
4,Summer,42.86975053651397,2.8246664249275732,Food Processing,1135,6,398
10,Winter,21.51267704831918,0.011678130017084287,Textile and Clothing,2770,18,363
8,Monsoon,20.39388703136651,69.03361318150326,IT and ITeS,1770,8,788
9,Monsoon,23.802274729689522,65.04090923115535,"Transportation, Logistics",1808,10,472
8,Monsoon,39.452086208526666,82.32049226366505,Telecommunications,3367,18,625
12,Winter,21.90816082846991,9.546412171525919,Textile and Clothing,4032,19,358
8,Monsoon,41.69593944750218,65.3523939327054,"Travel, Tourism and Hospitality",3440,21,503
10,Winter,42.546125515524366,3.154400100446819,Food Processing,3954,22,396
8,Monsoon,22.098545228104364,51.05390316730828,Media and Entertainment,3355,19,491
12,Winter,21.335591854005294,41.308942250218934,IT and ITeS,4105,23,801
5,Summer,35.133708842526346,9.192741854660108,Banking and Financial Services,3508,16,711
6,Monsoon,43.13270008704411,77.07390159644726,Beauty and Wellness,2664,15,413
7,Monsoon,25.341109329861887,97.07707257535421,Domestic Help,2540,10,322
12,Winter,43.48545956183614,43.05042289965456,Leather and Leather Goods,2125,12,420
4,Summer,38.415136399334905,6.327519389218519,Handlooms and Handicrafts,1445,11,404
4,Summer,39.82717491309437,6.075486738211109,Beauty and Wellness,2405,13,402
7,Monsoon,27.954985179557976,68.50560566446596,Auto and Auto Components,1329,5,486
12,Winter,26.499898393061383,44.34028987114702,Auto and Auto Components,4620,23,515
11,Winter,39.50994193607532,31.368383663822346,"Building, Construction and Real Estate",1527,7,453
8,Monsoon,43.51268329294331,49.76944497146449,Agriculture,4665,51,782
3,Summer,42.46044636274476,9.554466914228252,Telecommunications,1414,11,597
12,Winter,40.12848353686639,44.34080568321266,Banking and Financial Services,4824,22,689
9,Monsoon,40.813210322967464,27.379001950191537,Telecommunications,4876,22,617
11,Winter,39.06298052783913,1.9732293952456292,"Travel, Tourism and Hospitality",4073,25,508
7,Monsoon,42.252473192639066,88.38467972096029,"Transportation, Logistics",3758,17,452
1,Winter,34.58333905241723,10.349601317426881,Private Security Services,2333,11,394
10,Winter,25.224236823687413,27.089502699858503,Retail,3497,19,407
