worker_id,skill,experience_years,day_of_week,season,last_job_days_ago,available
77eff758-d82f-416a-a876-8d3580b5b3ca,Adm-clerical,8,1,Winter,24,1
d79e2dc7-f73c-4b15-a3dc-b1505b067d80,Exec-managerial,45,0,Winter,27,1
774ca749-e3b4-4845-968c-954ce8a8b60b,Other-service,3,0,Winter,24,1
80772ace-684e-4e41-be24-f8275481bf96,Sales,2,2,Winter,17,1
63ce641e-3a71-426a-83d1-8ef6ec15b3ec,Machine-op-inspct,22,5,Winter,18,1
ea7dda57-80f2-4490-9e67-32abcd855550,Craft-repair,18,0,Winter,15,1
26189952-adb9-47cb-b7be-9660f381cb63,Adm-clerical,37,4,Winter,18,0
e4a589bb-4803-4a4c-936a-c81f4168d588,Sales,21,0,Winter,17,0
58c15496-0b03-4c73-899b-a1e855771a21,Craft-repair,22,3,Winter,18,1
b53dc917-4ff4-444b-88b6-af1bf81ec0bc,Sales,0,5,Winter,18,1
60a033c3-9e8d-4eb2-8956-543e36bc0f9f,Handlers-cleaners,24,5,Winter,12,1
f031b53e-9149-4172-ad21-ca4ead0fb58e,Adm-clerical,31,0,Winter,18,1
7334fb22-8af3-4ce3-9fe7-670b88c745ad,Sales,8,3,Winter,20,0
37d79876-5242-4a20-8984-a678a51b2117,Machine-op-inspct,0,2,Winter,24,1
dce9ecaa-74d7-4f1c-a512-03da57998c9c,Adm-clerical,39,1,Winter,18,1
126b0d4a-2634-43f9-90bc-fe090aa10793,Machine-op-inspct,17,1,Winter,18,1
3f0fa91a-2250-4043-8f9c-007f4eeacf0b,Craft-repair,3,4,Winter,15,1
e0a2e554-bd95-4cb1-bd59-110c1fe1164a,Farming-fishing,25,1,Winter,6,1
9d1e70e4-4dfb-41ef-a6f5-bbc5a803bbef,Tech-support,14,0,Winter,18,1
61e13115-6d58-4375-bef1-f92b1a44b9e7,Sales,5,0,Winter,21,1
be353fdd-91ec-40dd-a698-3b12cbb33c6b,Adm-clerical,41,0,Winter,18,1
3850c93d-30b2-4136-90b1-3248371981d2,Prof-specialty,32,5,Winter,20,0
4b2293fe-a514-44fb-bd1f-e2efb41948c9,Transport-moving,29,0,Winter,24,1
34b25254-a5a2-4407-8425-c4e1d8513434,Machine-op-inspct,18,2,Winter,18,0
8f21c36a-edeb-47e0-8363-60b8260df90f,Prof-specialty,17,3,Winter,18,0
865f9fe7-5a18-400c-81b6-2636b754397c,Protective-serv,6,1,Winter,18,1
ca5f29c3-3626-40b7-b41f-229b321e1176,Handlers-cleaners,4,2,Winter,18,1
62293747-5485-4d0e-aa38-ff0dc58bfa3d,Sales,49,5,Winter,21,0
80807051-d4e0-4f6e-8dd4-24ab678d6319,Craft-repair,26,2,Winter,18,1
a6f9f4b9-d03d-41df-8537-2986e32f417b,Transport-moving,16,3,Winter,6,1
e992d941-4425-4b0e-a76a-6d93f5a47ad6,Sales,6,2,Winter,18,1
d4749003-c5e7-4d35-956d-bdf4d21ecd76,Craft-repair,28,4,Winter,18,1
8a86389a-f0b8-4cc4-b5fa-8b1c79d317c2,Handlers-cleaners,23,5,Winter,18,1
eb3cbb5c-dbda-445f-9822-9ee7e9c23d55,Other-service,48,1,Winter,20,1
0700fcf8-35e0-41b7-9869-bcb3e45cfa5b,Sales,3,4,Winter,19,1
a0e7357b-68d0-4e81-8c48-f9fcd28426db,Sales,7,1,Winter,20,1
50420102-5edb-42ec-9ef0-a6fc5834a61b,Transport-moving,13,3,Winter,18,1
ac298374-95e5-47c3-a293-9d8340c15092,Exec-managerial,33,1,Winter,18,0
0a67aa51-07d4-4376-ad74-03acfb47fa3d,Prof-specialty,15,4,Winter,17,0
184474ae-a584-4d7c-9973-bfad47cf0f6f,Prof-specialty,6,1,Winter,24,1
a12bf8c8-2c96-4601-b48e-db9953606c86,Adm-clerical,13,2,Winter,18,1
b6b14c28-0931-4ded-800d-2fb8d2d5b278,Sales,13,0,Winter,17,0
5722bf87-1015-4040-84d1-16ca8f5a795a,Machine-op-inspct,36,1,Winter,18,1
39e26cb0-80a9-4b1c-8d3e-d00ac806e7fa,Exec-managerial,31,2,Winter,20,1
02750a97-5111-4562-b5d7-01ad55c0106a,Craft-repair,41,1,Winter,20,1
506eaf52-febf-48b0-aa37-5a8d20a320d8,Farming-fishing,58,1,Winter,22,0
d41d58e2-5be7-4d7d-96f9-f0b5c9983ac4,Prof-specialty,14,5,Winter,18,0
53d06c47-cd6f-4409-a192-e824f1d4c0fd,Sales,29,3,Winter,20,1
fedd089a-3fb8-4c06-b6c1-24265c4ecde1,Sales,52,1,Winter,26,1
70af3569-7d66-4957-95b4-c930ea724960,Tech-support,23,4,Winter,18,0
11e419dc-f6d1-4012-9374-5f1ae475461b,Craft-repair,28,3,Winter,18,1
1b951260-ac86-47e2-83e6-b7d9aa988df1,Protective-serv,18,3,Winter,18,1
99388158-699e-46c8-9ce1-2ba194bb928d,Exec-managerial,26,1,Winter,17,0
c77d235d-f064-47ab-ab54-23555a872c16,Craft-repair,14,2,Winter,18,1
1cc1c508-7b08-4c04-8a5a-7e7d275a54b5,Other-service,29,5,Winter,18,0
a97763bc-173a-4287-8f4b-6c77c6bda032,Other-service,38,3,Winter,18,1
df749d64-c5fc-40bb-8c91-921f321b7bb3,Tech-support,20,1,Winter,14,0
991c4869-94ef-40de-8c84-a20bd6c36f57,Other-service,56,5,Winter,22,1
efb0c504-7e04-4951-9914-99f860d0ad3a,Prof-specialty,1,0,Winter,24,1
1af2d393-6eff-43ca-8f1f-6f522ceed016,Handlers-cleaners,56,0,Winter,27,1
fbfec454-5acf-4fda-9542-6670c1fff8c8,Other-service,14,2,Winter,18,1
78cde2e2-2d74-4290-b044-ca3bb8a73d07,Prof-specialty,13,4,Winter,14,0
3c222e55-9e6c-4c37-ae5b-ed5276892ca2,Sales,6,1,Winter,18,1
714f8f0a-c808-42ed-8e1b-c712937cf3f1,Exec-managerial,28,4,Winter,18,0
09a98653-a7b0-4ebf-ac14-0e5836691a92,Transport-moving,9,5,Winter,18,1
f8fee4ec-eb27-43f4-8a66-f691552bbe37,Exec-managerial,38,0,Winter,14,0
e67ac9b5-0e83-4ccc-8ca4-409a1914c324,Tech-support,22,3,Winter,24,1
35489d29-944b-4c86-b7c9-88b769eab424,Exec-managerial,49,5,Winter,20,1
ee7fb578-39e9-4b00-98db-31970ded8a08,Craft-repair,27,2,Winter,17,1
f8f949b4-75cc-4f53-9af6-4a47118b7c56,Exec-managerial,18,5,Winter,18,1
14ea72cc-bb5a-4ef1-a160-d4a8e62317fe,Prof-specialty,29,4,Winter,18,0
f210929a-04c8-47f2-aa7f-500b856ca807,Exec-managerial,43,1,Winter,18,0
ff4da955-c2b0-40d3-809a-73e8dbe1e6fb,Transport-moving,32,0,Winter,18,0
13416daa-0125-400a-a7b3-d7d5d5aa06bf,Handlers-cleaners,25,2,Winter,18,1
e78e224b-abca-4043-bfc3-8e35da625f7c,Sales,51,0,Winter,15,0
819a8013-0bb8-43dc-9060-c5d2d823058f,Exec-managerial,14,0,Winter,15,1
66b3dbf2-7368-43cf-8d04-29956fa0c672,Adm-clerical,27,4,Winter,18,1
c052d3e4-ec2f-4ce4-8061-0e708e88d996,Machine-op-inspct,14,4,Winter,16,1
0524190e-a91b-4cad-a134-6cbc97b8d94f,Adm-clerical,33,2,Winter,18,0
1fe721ec-a575-498a-a494-9cb5a746d3dc,Craft-repair,20,5,Winter,15,0
e5ad58c5-19d5-4c6f-a40b-7e6bf7c0f8be,Prof-specialty,18,5,Winter,14,0
3b372a3b-4540-4911-abc6-d3b66e21be43,Exec-managerial,24,1,Winter,18,0
a57851e7-cc83-4be6-af0d-b37e8df68e39,Craft-repair,6,3,Winter,18,1
deed1ed6-aa6a-41c0-bd89-1b539b2407ef,Prof-specialty,32,0,Winter,19,0
2fa3f1b8-56bc-4606-9b44-a965d66a6d24,Sales,18,5,Winter,18,0
cd4eabbc-22c7-410b-a523-3ea83b31b70f,Machine-op-inspct,13,4,Winter,14,0
a4b7dffd-725b-457e-96d9-f729d1141ec2,Craft-repair,15,1,Winter,18,1
0681fed0-59ec-4911-a5dc-f4803a72e1ff,Machine-op-inspct,19,3,Winter,20,0
311b893d-3ff4-4dd6-9389-b160ba6f8baf,Exec-managerial,8,2,Winter,18,1
ca43e818-e624-41ea-bb7e-3c2163afc4f2,Farming-fishing,25,0,Winter,1,1
a30d3398-13c1-464a-9eba-c95c413d8d20,Sales,28,1,Winter,18,1
95629001-a202-46f3-9da4-24e4bf79149d,Other-service,4,0,Winter,18,1
081ce9b3-e622-4624-bc2b-0c0ec55815c6,Prof-specialty,27,1,Winter,14,1
b9233f85-41a0-4103-ae92-95c2d848b0f4,Sales,0,5,Winter,26,1
e857a3c6-fd45-4bec-8f57-46d6ff79839a,Sales,5,5,Winter,23,1
4e30b095-456c-4097-82ba-32d6d6ea1e4a,Other-service,18,0,Winter,18,0
8bbb84d2-aac8-484d-83bd-f097d2c14d57,Tech-support,29,4,Winter,18,1
3e509fe6-dad9-4e98-8b2e-4a531a99ddd8,Exec-managerial,11,1,Winter,17,1
85430a4f-e61e-4cc5-9abf-f312ddd6ad02,Prof-specialty,21,1,Winter,17,0
c8b9ce6a-22ae-4474-b2d2-3f854c8147ad,Sales,15,1,Winter,23,1
370d2771-89e0-470f-9f4c-afef3edc1c9c,Exec-managerial,12,3,Winter,15,1
27744a56-02e8-48d4-aea9-d168a8749561,Adm-clerical,4,1,Winter,24,1
5e7a3cba-11dc-4dc4-aac5-0f94ffa7cc33,Craft-repair,10,5,Winter,18,1
f8db6416-1619-435e-8b5d-ca7380a1118f,Adm-clerical,22,2,Winter,27,1
11994b27-55e0-4f59-9fab-855a0d69a6bc,Prof-specialty,11,5,Winter,18,0
32d01eba-1c36-4a8e-9232-7705159fe100,Farming-fishing,10,1,Winter,18,1
25b725dc-a496-43c9-86ce-b9291ccec95d,Craft-repair,5,0,Winter,21,1
c07140c2-92ca-4390-9990-9f3abbab05b9,Adm-clerical,27,2,Winter,18,0
9f34bba2-1048-4233-9378-a39af45bb594,Prof-specialty,30,2,Winter,17,1
6b467ce9-3329-4dbc-8bc0-fc4b69a42f95,Adm-clerical,29,5,Winter,18,0
127e3f8a-d5e2-4e5a-98b1-2f335c17fc76,Sales,30,1,Winter,24,1
e5988c27-3fea-4019-b328-422e74eda9e1,Prof-specialty,7,1,Winter,18,0
53b312e8-c890-49ea-a081-77f7c52e1d83,Exec-managerial,45,1,Winter,20,0
11a79267-f863-476c-bc50-09eaa8610550,Exec-managerial,24,0,Winter,18,0
1c2108c2-7e59-4e0c-a4e4-4f200507b4fb,Exec-managerial,15,0,Winter,15,0
d93de049-780d-490f-8539-05116cfd3316,Exec-managerial,12,1,Winter,18,1
39c950d7-5962-4860-bf25-77c096ae9bb0,Sales,27,0,Winter,18,1
640a0846-a954-403f-bb1d-4f62fc63feef,Craft-repair,6,4,Winter,18,1
cf2a64ec-fd05-47f0-a793-2bc511a022fd,Craft-repair,16,0,Winter,21,0
10ea5f0a-1e8f-4350-a5dc-607a43303289,Adm-clerical,9,4,Winter,18,1
02f4a6e3-9d12-4d21-bfa1-8bca9373e364,Adm-clerical,13,2,Winter,19,1
26158c19-5216-4e1a-b4d3-1c9f36e76f7d,Protective-serv,26,2,Winter,14,0
c7058cdd-e94c-4261-983f-4856907ead31,Exec-managerial,9,4,Winter,15,1
ada4159b-d5a1-4889-ae59-089a738c58b3,Sales,10,2,Winter,20,0
03892033-9dc4-4ddc-b449-3c91a25d38d2,Prof-specialty,22,1,Winter,21,1
eed293d7-e8fb-4826-a010-1b7a5ca09296,Sales,24,4,Winter,9,0
2570351e-257e-4d10-8811-f9f888e06bc8,Adm-clerical,6,4,Winter,26,1
3128357c-6d26-49cd-81b3-f791631738c6,Craft-repair,38,0,Winter,18,1
7906cd9c-553f-4144-ae66-cc17d2d06ea6,Sales,25,2,Winter,14,0
adbee5ea-e4fa-4120-9bf0-daa49e181e4c,Adm-clerical,38,2,Winter,18,1
2a47dee8-067a-4b1c-ab57-886d1d6094f8,Transport-moving,2,0,Winter,12,1
9e70ea57-9571-4a2d-8f53-a6dbbd269694,Transport-moving,34,5,Winter,14,1
0365b176-1701-4e32-8111-13750115cc8d,Craft-repair,32,3,Winter,18,0
dde51a51-c9a5-42ff-a073-c6394a7c59d2,Adm-clerical,11,0,Winter,18,1
9d7407ab-f4a2-4b14-bfbc-c46d7a4ee903,Adm-clerical,5,1,Winter,15,1
83201ada-74d0-45e8-8837-f41aa23f942d,Craft-repair,14,1,Winter,18,0
bb1745bf-cea9-49ca-8e4b-220edf7a3912,Machine-op-inspct,5,1,Winter,18,1
b3882a98-54e4-42f4-950e-9360c1ea360f,Prof-specialty,10,4,Winter,18,1
0f8a6e88-088a-471a-aba1-6c3062a423e1,Other-service,14,0,Winter,16,1
ce9af390-4383-450a-ad0a-31fa5608781b,Sales,1,4,Winter,24,1
204594eb-b291-4f22-b0ef-27d4492d5c9a,Transport-moving,16,4,Winter,18,1
8db84512-2d8c-4bea-b08f-7fd1d1af3956,Protective-serv,5,2,Winter,19,0
a414a2c2-a70c-4eab-bef8-a0c7dee92c51,Machine-op-inspct,31,3,Winter,21,1
ec41357e-b493-4970-bc37-ad0f30112b8a,Prof-specialty,21,1,Winter,18,0
4abc45b4-5adb-4261-bee8-89d6e1152b0d,Sales,14,0,Winter,18,1
2127ff5a-f4ac-424d-a7ca-afe75ceb0540,Other-service,12,4,Winter,18,1
223dfc0b-0fa6-4269-8e1a-725a17575fb1,Adm-clerical,7,3,Winter,21,0
ef5d3aa8-bad0-4a90-82b6-c2dee423fc32,Other-service,44,0,Winter,18,1
805d4425-884c-44ff-9ab2-5813ed5de18c,Other-service,43,0,Winter,24,1
49a7a600-1edf-472e-b7e0-2539761beea5,Other-service,15,3,Winter,9,1
61ba9777-bf0e-4003-9e83-9fdcde1dffcf,Adm-clerical,32,3,Winter,17,1
51d38ad1-c395-4bd1-a0aa-15a6e4385c13,Craft-repair,25,1,Winter,18,0
fef0780a-2fbf-45ae-a4a6-3b708c844405,Machine-op-inspct,9,0,Winter,19,0
62bcf50d-4078-42da-b4b2-0f5121fda2d9,Other-service,49,4,Winter,28,0
a76e6ee9-e0e2-48c9-a60a-495c554e8bf3,Prof-specialty,9,4,Winter,24,1
e0ed0c90-cca8-43e9-8f69-bb252a5f3e68,Protective-serv,15,0,Winter,15,1
495103e5-852f-4b50-a3d2-e12ab89c4a36,Sales,17,3,Winter,21,1
502fd837-7536-4a72-99c0-b001a24930a0,Sales,2,2,Winter,30,1
92acc403-3c55-4246-b368-8ae6577fe799,Other-service,8,3,Winter,26,1
a00fbedc-cd56-4165-ae42-be2ac699245d,Craft-repair,27,5,Winter,12,1
0e5b5d0a-d431-42bb-bf06-754770c52a46,Handlers-cleaners,5,3,Winter,18,1
fbd4b6e0-076d-4cd3-a806-8457051d6380,Prof-specialty,30,2,Winter,15,1
633ce943-6a7d-4527-bf60-e1ddef6f7784,Exec-managerial,10,2,Winter,18,1
0d8595f4-582c-495f-b79e-be9667aab1a8,Other-service,22,1,Winter,18,1
c04e4234-00f5-4555-90c7-e20f8ec51aab,Exec-managerial,44,2,Winter,18,0
6a976744-52ac-4b08-85e5-806bc7d8ee84,Craft-repair,34,3,Winter,21,0
ebec81dd-392d-49f0-8161-b338f95f7541,Exec-managerial,32,1,Winter,12,0
e23b9db1-ea5d-4657-a2dc-7c8f97016c55,Sales,25,3,Winter,24,1
cf75b4ec-3e92-422d-88dd-59b669c39746,Adm-clerical,26,1,Winter,18,1
1218ef15-d420-4dc0-84f1-8785eb125c77,Tech-support,7,5,Winter,21,0
6421455c-9c8f-4d15-b75f-1c5572cb0a93,Protective-serv,5,2,Winter,21,1
fb0ab8c3-b768-4646-b5a4-e717b5735532,Adm-clerical,21,0,Winter,18,0
b10c1455-f855-43d8-bcf0-d3d282e8e5d0,Exec-managerial,8,1,Winter,18,1
9605e3df-2479-4c9e-87dc-fd48bef7eefa,Craft-repair,22,1,Winter,18,1
d7592b6b-f712-48d3-9c21-091601dcac91,Other-service,5,5,Winter,24,1
caef4a0a-6145-4e69-b47a-b57b6df3f98d,Prof-specialty,4,1,Winter,20,1
5fad815f-49da-4e20-a146-e0a32e47a615,Exec-managerial,17,0,Winter,15,0
162bd313-5625-4aa9-a387-56730c2d3b75,Exec-managerial,34,3,Winter,18,1
c5216726-9b82-4074-8c44-eec7c0b35f44,Adm-clerical,19,3,Winter,19,0
fb0803ae-cb06-4fe7-ab72-54ae7f27e86d,Other-service,7,1,Winter,17,0
9723f2f0-979e-42b0-a1d0-e4d4655a5b0a,Adm-clerical,9,4,Winter,18,1
262a39bd-8fbc-4741-acc5-0da0a512f90c,Exec-managerial,33,3,Winter,18,1
b505cb56-d116-4279-97ea-10eef76de068,Adm-clerical,0,4,Winter,26,1
91630dde-2f26-4728-87cb-0aa10110bce6,Craft-repair,8,3,Winter,15,1
a3274cbb-80e8-4d52-918d-92cabf786d43,Craft-repair,24,5,Winter,18,0
e79b3747-6527-405a-8ed7-a08fbc0bb152,Protective-serv,46,5,Winter,15,0
9d27db35-df00-4d4c-a560-799d696b5215,Other-service,16,5,Winter,18,1
49450d8c-5ddf-4a2f-b1f7-c0c71d7e416a,Exec-managerial,52,1,Winter,18,0
bf157b89-eae7-47de-937d-c03dbbe8f98f,Prof-specialty,9,4,Winter,20,1
ba105aca-20ba-4e11-a782-6eee6477e8e6,Tech-support,34,2,Winter,17,1
6cb1956b-5825-4558-996b-df8ddeb26111,Adm-clerical,7,1,Winter,17,1
f31d9e82-a921-44a1-86a5-a4335344dcff,Adm-clerical,15,0,Winter,18,1
de3622a1-6697-4ad2-9482-2a908d4dec3e,Handlers-cleaners,0,3,Winter,26,1
b1a5a706-7462-47af-8fc2-c713c0c1237b,Farming-fishing,33,1,Winter,15,1
9ff1a36f-8907-4c3b-9c4b-0399aa9c6509,Exec-managerial,17,1,Winter,24,1
f214d30e-d6d6-4cd1-90f3-103e27f6a150,Sales,43,5,Winter,21,1
2c2ca648-480e-435a-8220-7515002df348,Other-service,23,1,Winter,18,1
48d55116-52cb-4d4c-8820-72ccea9a3358,Sales,22,1,Winter,9,0
c570fdd2-4247-4279-806f-d2eff49180d1,Adm-clerical,6,0,Winter,18,1
d461f956-11a3-4eea-b55b-81665d0496f7,Adm-clerical,11,3,Winter,20,1
ec88d634-9087-4639-9c60-c8c8fb19f222,Adm-clerical,0,5,Winter,26,1
2002ab7d-4120-4d92-85e6-f35238f15717,Adm-clerical,42,0,Winter,18,1
93da5dbf-879e-4614-844b-937f08854279,Adm-clerical,10,5,Winter,18,0
019f38a0-a7aa-4d03-9802-75c4eebb4177,Other-service,8,5,Winter,15,1
36480251-81c2-4c12-b18c-262061654c8e,Craft-repair,23,1,Winter,18,1
bd5ba9c0-d279-4287-a93a-51fe7f61dc1a,Craft-repair,34,0,Winter,18,1
f53dc3c7-a5cd-4a58-9a52-2781586bf7c3,Prof-specialty,27,4,Winter,18,0
789d2d65-bde8-4120-9019-35de69a62120,Prof-specialty,8,4,Winter,21,1
4bec8b7b-daf3-4fcd-8bd9-09df0d43ad67,Prof-specialty,30,0,Winter,18,0
52bae481-49c1-438e-a1a1-7def1b037982,Prof-specialty,29,2,Winter,20,1
455805ee-f00f-4955-9379-0ce1e3f43980,Priv-house-serv,4,0,Winter,18,1
c23d7eb7-f2a1-4976-9848-08ec3a7c0915,Machine-op-inspct,17,5,Winter,18,1
08ace1a1-8ab9-483c-b32c-64216edbc5ac,Sales,20,1,Winter,8,0
df93505c-39b0-424d-b5ce-d4d48597bf22,Protective-serv,16,3,Winter,18,0
1535661a-5cdc-4cf7-9895-49c9d53f274b,Adm-clerical,21,0,Winter,18,0
49698f46-fce1-443c-8a1c-5a806535f78a,Machine-op-inspct,20,3,Winter,18,1
1d2a6f50-64d3-4ea3-a37c-b500fa17cfe5,Tech-support,7,4,Winter,27,1
3a327323-9d79-4bf6-b34d-dbf005a8550e,Exec-managerial,5,0,Winter,18,1
abbcdc02-5b3b-4f22-ba73-3383d84999ac,Tech-support,30,2,Winter,17,1
50dda27f-e233-48ba-b162-98285c0f3684,Adm-clerical,44,1,Winter,18,0
df5a6f1a-52f9-44ce-8911-a3f73acaeb11,Other-service,9,4,Winter,24,1
df8c612a-e56f-4cec-88d8-ff3fbc3d49e1,Craft-repair,6,0,Winter,15,1
d8b57089-ecfb-4731-af01-69d9cdacbf21,Exec-managerial,41,2,Winter,17,1
43e141f8-ef8f-4eba-8595-c84341d20145,Priv-house-serv,37,2,Winter,18,1
ce623b49-3d70-4390-8dde-efa21c024c78,Transport-moving,30,5,Winter,18,0
7f96879a-4bd6-4b33-bb30-1b8058ae2e73,Craft-repair,43,5,Winter,18,0
f2d6b9ec-e6ec-48f7-822c-0da15022905c,Craft-repair,25,0,Winter,26,1
fb77790f-55e7-4540-a2be-b6bf520ffda9,Other-service,28,3,Winter,18,1
652ed0be-2780-45c3-a648-cb64bb44fa67,Tech-support,16,4,Winter,20,1
16a3e3b0-19f5-4b4b-bf8c-dc5f7dfb248e,Transport-moving,14,3,Winter,15,1
d5ab3fd7-1ec2-4613-8283-65e1ac4ad3a6,Prof-specialty,8,2,Winter,21,1
4e595a4f-43de-4084-b0a0-df5ddf544242,Handlers-cleaners,21,0,Winter,18,1
503e826f-fa30-4a46-b396-b50e0434b587,Sales,32,2,Winter,14,0
37c51c46-8716-481e-9ac1-5531d30e0bdf,Craft-repair,33,0,Winter,18,0
76cc7d3f-af41-4a34-819f-988a2a8efd73,Exec-managerial,25,3,Winter,18,1
4ab10855-b649-45d7-9896-5a7501f3b04f,Sales,12,3,Winter,18,1
669f9075-73c9-4ac8-890b-1141c033953d,Prof-specialty,26,0,Winter,18,1
669bcc8b-4634-4479-9626-06fec9e352ed,Sales,22,0,Winter,21,1
f246244c-899d-4714-9f1c-c9d37f5742a2,Exec-managerial,23,4,Winter,18,0
73a0db87-ec41-4e43-ade6-028f9d1a5317,Other-service,30,0,Winter,24,0
a77958e6-0469-412c-8073-7ba7d453c2a7,Adm-clerical,39,5,Winter,18,0
62edfca9-1dbc-4de5-acc7-8be0bbfbeaa1,Sales,3,2,Winter,18,1
853693bf-7802-483d-9789-edbc9452e426,Adm-clerical,9,4,Winter,21,1
98d08f28-7b9a-4535-b357-6ca8c1c9357c,Other-service,9,3,Winter,27,0
6b16e53e-61f5-4aeb-8885-ebe1f460243d,Tech-support,13,1,Winter,18,1
106484e9-661d-4988-9386-60b91425ace0,Machine-op-inspct,5,2,Winter,15,1
2ba0483f-58b6-4200-9f80-dda2e9189578,Exec-managerial,27,0,Winter,12,0
0e203bc3-ebf6-4f8f-9246-5d5c0e9c7702,Machine-op-inspct,14,1,Winter,18,1
13d5fc99-d71e-4028-bbc6-8b8a3d4ede25,Craft-repair,24,5,Winter,18,1
b8960bba-9d11-4e7e-af64-fd4e01140c44,Craft-repair,23,2,Winter,15,1
863a082f-09b5-40f5-91a2-a4d91c8208dc,Priv-house-serv,42,0,Winter,1,1
90bcff4e-18a8-4ce8-aa8d-baf53fe3a7b6,Adm-clerical,10,1,Winter,18,1
c33db793-17e9-4a1f-ac4e-79b4e7660e37,Adm-clerical,31,4,Winter,19,1
2ac1c2bf-ed78-4f37-8ad9-d4a92ece206a,Tech-support,5,0,Winter,18,1
3cb494f0-2249-4d96-ab17-82da98d3cd66,Prof-specialty,12,1,Winter,18,1
a543e277-55dd-45b2-9564-facb7ac4d093,Prof-specialty,10,2,Winter,15,1
e330c6fb-1e95-4383-bed0-a98b58793edf,Protective-serv,9,0,Winter,12,1
1562ccc8-adc1-4bef-b4c7-7fd1013853d3,Exec-managerial,8,3,Winter,12,1
82c9055d-bc45-4edb-9733-956b229c9ecd,Craft-repair,22,5,Winter,6,1
92cd231d-e0ea-45b7-95e3-58eca6bcfde3,Prof-specialty,12,4,Winter,19,0
aede31d8-859c-4556-a1af-8e9e9baccbed,Prof-specialty,24,4,Winter,15,0
780fd4cb-838e-48b7-8ca0-52c913475460,Farming-fishing,54,4,Winter,9,0
b969a2f9-6530-4d51-b993-cc2335959d06,Sales,12,0,Winter,18,0
8dafdedf-6645-4277-b2a1-f824f3143daa,Craft-repair,33,5,Winter,18,0
95886100-e987-4b3e-92b8-3e03abef44a6,Exec-managerial,6,5,Winter,12,0
2c34fa06-46f4-4021-8a3c-2ab2adf47eea,Craft-repair,25,3,Winter,18,1
19076782-5af4-461e-9918-09204fbbad78,Exec-managerial,35,2,Winter,15,0
7ca1b5b5-21c5-4b95-9f19-2f0452e23edb,Exec-managerial,27,5,Winter,11,0
1b2eb1d8-662e-4a12-935c-839dc0107041,Adm-clerical,3,1,Winter,18,1
62b4ea2b-73c7-467f-b54b-4f8a2cd04be4,Prof-specialty,18,3,Winter,18,1
27173643-ac91-4aef-abc3-84fd71c36778,Machine-op-inspct,16,0,Winter,18,1
cdc5c23a-7808-475c-a7bd-02552f5e021f,Adm-clerical,7,3,Winter,18,1
4dc35f7f-c586-4817-89c5-6e825fc8a3b0,Craft-repair,39,0,Winter,18,1
0a04a831-d0a6-4990-9ab3-e0f0376b52ca,Exec-managerial,28,0,Winter,18,0
6c0d0aa8-264c-4198-a5e5-56457d6d4348,Farming-fishing,12,5,Winter,18,1
6983e35e-cd2b-4e2d-b0e5-f80edf600ab3,Craft-repair,13,5,Winter,18,1
de31d446-188b-47f6-ac72-cb83c3ae8fbd,Prof-specialty,24,5,Winter,18,1
b3410e10-d7dc-4ecd-830e-0a50b081552d,Craft-repair,30,0,Winter,18,0
860893c5-07cf-4935-aabe-50985641bb51,Craft-repair,24,3,Winter,18,1
7326d4a4-04a5-4ca0-9433-edb414c949ac,Craft-repair,39,5,Winter,18,1
5bedb240-75a4-401c-8ea9-3284d3c6034a,Prof-specialty,27,2,Winter,18,0
66e77efd-2710-4b46-843c-ee783426130e,Sales,9,3,Winter,14,1
1e01c35d-2b8d-406e-89e9-1d3fe4a7268e,Protective-serv,23,3,Winter,24,1
1f983a7b-2a9b-4c10-8663-008db376728c,Sales,26,0,Winter,18,0
c7ed360a-3030-4d28-b0e0-0d27d19d8279,Sales,21,2,Winter,18,1
c90f137c-2c2f-4bf4-909e-1fdc3c53627a,Sales,0,4,Winter,23,1
a0a0a6f5-a098-4e48-bf2c-588d1f774d1a,Craft-repair,13,0,Winter,18,1
e0300805-2e9e-4bdd-be3c-751f76453356,Adm-clerical,6,0,Winter,15,0
5e82f683-de2e-49f0-b1ea-0901d34314ff,Adm-clerical,1,1,Winter,21,1
d68ed1a6-7def-46cd-9501-1d99e94f1321,Adm-clerical,36,1,Winter,18,1
6626985a-05bd-464b-81b3-78f257899655,Machine-op-inspct,29,5,Winter,18,1
20e15604-d752-4e1a-bf3d-b0209b34f810,Farming-fishing,0,3,Winter,27,1
7703c8ee-199a-45d3-861d-1c66bbfe53bd,Prof-specialty,21,4,Winter,16,1
34aea534-bc35-452c-8e0d-19d3751a1af2,Handlers-cleaners,6,3,Winter,18,1
398da239-7858-4c2c-95fa-70a762ebf5c1,Protective-serv,2,0,Winter,18,1
31142e7e-f27c-4195-bd92-6795df32d547,Craft-repair,7,2,Winter,18,0
16d21e84-d165-4100-82f4-f5f38268de6d,Prof-specialty,21,5,Winter,17,0
ee36b295-041b-4d19-843d-4a2430adc819,Prof-specialty,2,1,Winter,18,1
03606dd5-9df9-4499-b9d9-19d8dac8bd67,Craft-repair,26,2,Winter,18,1
a45f737b-c8b1-475e-9d23-2bf0e090fbe3,Craft-repair,5,4,Winter,24,1
87423e7d-0c96-4d61-8a33-5bdcaf034254,Craft-repair,6,0,Winter,18,1
2945f701-9d9f-4166-bc87-a32271e230c2,Sales,35,5,Winter,18,0
c7d82987-c34a-4339-8604-0dd1adcf459e,Prof-specialty,6,5,Winter,24,0
